No.,Ref,Material 1,Formula,MagpieData mean Number,MagpieData mean Electronegativity,MagpieData mean AtomicRadius,MagpieData mean CovalentRadius,MagpieData mean Density,MagpieData mean Row,MagpieData mean Column,size (nm),Shape,Synthesis Method,zeta potential,bacteria,gram stain,motility,Oxygen Requirement,Shape.1,Arrangement,duration,temperature,MIC (ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂµg/mL),MIC_class,MIC_pred (ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂµg/mL),MIC_pred (ÃÂÃÂÃÂÃÂµg/mL),MIC_pred (ÃÂÃÂµg/mL),MBC_pred (ÃÂµg/mL),MBC_pred (Âµg/mL),MBC_pred (µg/mL)
246,,Ag,Ag,47,1.93,1.6,145,10490,5,11,27,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,75.36919,103.865456,148.9674,164.6186,190.38326,492.32858
247,,Ag,Ag,47,1.93,1.6,145,10490,5,11,27,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.44931823,75.1482,75.75343,148.02393,164.95262,496.64374
248,,Ag,Ag,47,1.93,1.6,145,10490,5,11,27,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.4208862,155.3408,116.699646,166.00464,165.89993,1519.249
249,,Ag,Ag,47,1.93,1.6,145,10490,5,11,27,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.4208862,114.63033,71.943565,150.29881,165.89993,492.32858
250,,Ag,Ag,47,1.93,1.6,145,10490,5,11,27,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,4.774523,30.385561,55.095722,148.02393,167.40099,496.64374
251,,Ag,Ag,47,1.93,1.6,145,10490,5,11,27,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,4.376361,76.76236,76.44344,166.00464,168.3483,1519.249
252,,Ag,Ag,47,1.93,1.6,145,10490,5,11,27,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,3.1129353,38.618908,51.285862,150.29881,168.3483,492.32858
253,,Ag,Ag,47,1.93,1.6,145,10490,5,11,28,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,76.24034,97.80295,147.31464,163.08751,186.64526,480.65747
254,,Ag,Ag,47,1.93,1.6,145,10490,5,11,28,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,76.698235,125.42689,165.67587,168.55367,189.33226,1519.249
255,,Ag,Ag,47,1.93,1.6,145,10490,5,11,28,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,75.43481,103.52674,148.9674,164.6186,190.38326,476.3423
256,,Ag,Ag,47,1.93,1.6,145,10490,5,11,28,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.42955822,74.954636,75.75343,148.02393,164.95262,480.65747
257,,Ag,Ag,47,1.93,1.6,145,10490,5,11,28,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.38765323,155.3408,116.699646,166.00464,165.89993,1519.249
258,,Ag,Ag,47,1.93,1.6,145,10490,5,11,28,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.38765323,114.638466,71.943565,150.29881,165.89993,476.3423
259,,Ag,Ag,47,1.93,1.6,145,10490,5,11,28,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,4.895595,30.219133,55.095722,148.02393,167.40099,480.65747
260,,Ag,Ag,47,1.93,1.6,145,10490,5,11,28,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,4.4498153,76.78949,76.44344,166.00464,168.3483,1519.249
261,,Ag,Ag,47,1.93,1.6,145,10490,5,11,28,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,3.1863897,38.654175,51.285862,150.29881,168.3483,476.3423
262,,Ag,Ag,47,1.93,1.6,145,10490,5,11,29,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,174.29715,97.80295,141.25555,70.237404,46.985535,480.65747
263,,Ag,Ag,47,1.93,1.6,145,10490,5,11,29,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,174.456,125.967514,161.42877,75.70358,49.672523,1519.249
264,,Ag,Ag,47,1.93,1.6,145,10490,5,11,29,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,173.19257,103.52674,142.9083,71.76852,50.723526,476.3423
265,,Ag,Ag,47,1.93,1.6,145,10490,5,11,29,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.45768437,74.954636,69.69432,55.173855,25.29291,480.65747
266,,Ag,Ag,47,1.93,1.6,145,10490,5,11,29,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.41577938,155.88144,112.452545,73.15456,26.240225,1519.249
267,,Ag,Ag,47,1.93,1.6,145,10490,5,11,29,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.41577938,114.638466,65.884415,57.44874,26.240225,476.3423
268,,Ag,Ag,47,1.93,1.6,145,10490,5,11,29,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,4.958582,30.219133,49.036594,55.173855,27.741255,480.65747
269,,Ag,Ag,47,1.93,1.6,145,10490,5,11,29,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,4.512802,77.33012,72.19633,73.15456,28.688566,1519.249
270,,Ag,Ag,47,1.93,1.6,145,10490,5,11,29,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,3.2493763,38.654175,45.22673,57.44874,28.688566,476.3423
271,,Ag,Ag,47,1.93,1.6,145,10490,5,11,30,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,174.29715,97.80295,141.25555,70.237404,46.985535,480.65747
272,,Ag,Ag,47,1.93,1.6,145,10490,5,11,30,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,174.456,125.967514,161.42877,75.70358,49.672523,1519.249
273,,Ag,Ag,47,1.93,1.6,145,10490,5,11,30,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,173.19257,103.52674,142.9083,71.76852,50.723526,476.3423
274,,Ag,Ag,47,1.93,1.6,145,10490,5,11,30,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.45768437,74.954636,69.69432,55.173855,25.29291,480.65747
275,,Ag,Ag,47,1.93,1.6,145,10490,5,11,30,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.41577938,155.88144,112.452545,73.15456,26.240225,1519.249
276,,Ag,Ag,47,1.93,1.6,145,10490,5,11,30,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.41577938,114.638466,65.884415,57.44874,26.240225,476.3423
277,,Ag,Ag,47,1.93,1.6,145,10490,5,11,30,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,4.958582,30.219133,49.036594,55.173855,27.741255,480.65747
278,,Ag,Ag,47,1.93,1.6,145,10490,5,11,30,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,4.512802,77.33012,72.19633,73.15456,28.688566,1519.249
279,,Ag,Ag,47,1.93,1.6,145,10490,5,11,30,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,3.2493763,38.654175,45.22673,57.44874,28.688566,476.3423
280,,Ag,Ag,47,1.93,1.6,145,10490,5,11,31,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,174.29715,97.80295,141.25555,70.237404,46.985535,480.65747
281,,Ag,Ag,47,1.93,1.6,145,10490,5,11,31,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,174.456,125.967514,161.42877,75.70358,49.672523,1519.249
282,,Ag,Ag,47,1.93,1.6,145,10490,5,11,31,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,173.19257,103.52674,142.9083,71.76852,50.723526,476.3423
283,,Ag,Ag,47,1.93,1.6,145,10490,5,11,31,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.45768437,74.954636,69.69432,55.173855,25.29291,480.65747
284,,Ag,Ag,47,1.93,1.6,145,10490,5,11,31,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.41577938,155.88144,112.452545,73.15456,26.240225,1519.249
285,,Ag,Ag,47,1.93,1.6,145,10490,5,11,31,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.41577938,114.638466,65.884415,57.44874,26.240225,476.3423
286,,Ag,Ag,47,1.93,1.6,145,10490,5,11,31,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,4.958582,30.219133,49.036594,55.173855,27.741255,480.65747
287,,Ag,Ag,47,1.93,1.6,145,10490,5,11,31,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,4.512802,77.33012,72.19633,73.15456,28.688566,1519.249
288,,Ag,Ag,47,1.93,1.6,145,10490,5,11,31,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,3.2493763,38.654175,45.22673,57.44874,28.688566,476.3423
289,,Ag,Ag,47,1.93,1.6,145,10490,5,11,32,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,185.8629,98.19249,154.9568,70.237404,46.985535,480.65747
290,,Ag,Ag,47,1.93,1.6,145,10490,5,11,32,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,187.08446,127.056595,175.13002,75.70358,49.672523,1519.249
291,,Ag,Ag,47,1.93,1.6,145,10490,5,11,32,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,185.821,104.8592,156.60954,71.76852,50.723526,476.3423
292,,Ag,Ag,47,1.93,1.6,145,10490,5,11,32,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.50585216,75.15987,83.39558,55.173855,25.29291,480.65747
293,,Ag,Ag,47,1.93,1.6,145,10490,5,11,32,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,0.4639472,156.82436,126.1538,73.15456,26.240225,1519.249
294,,Ag,Ag,47,1.93,1.6,145,10490,5,11,32,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.4639472,115.78662,79.58569,57.44874,26.240225,476.3423
295,,Ag,Ag,47,1.93,1.6,145,10490,5,11,32,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,15.967107,30.806786,62.73786,55.173855,27.741255,480.65747
296,,Ag,Ag,47,1.93,1.6,145,10490,5,11,32,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,16.584015,78.53754,85.89758,73.15456,28.688566,1519.249
297,,Ag,Ag,47,1.93,1.6,145,10490,5,11,32,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,15.320591,40.18473,58.928005,57.44874,28.688566,476.3423
298,,Ag,Ag,47,1.93,1.6,145,10490,5,11,33,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,185.8629,98.19249,154.9568,70.237404,46.985535,480.65747
299,,Ag,Ag,47,1.93,1.6,145,10490,5,11,33,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,187.08446,127.056595,175.13002,75.70358,49.672523,1519.249
300,,Ag,Ag,47,1.93,1.6,145,10490,5,11,33,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,185.821,104.8592,156.60954,71.76852,50.723526,476.3423
301,,Ag,Ag,47,1.93,1.6,145,10490,5,11,33,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.50585216,75.15987,83.39558,55.173855,25.29291,480.65747
302,,Ag,Ag,47,1.93,1.6,145,10490,5,11,33,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,0.4639472,156.82436,126.1538,73.15456,26.240225,1519.249
303,,Ag,Ag,47,1.93,1.6,145,10490,5,11,33,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.4639472,115.78662,79.58569,57.44874,26.240225,476.3423
304,,Ag,Ag,47,1.93,1.6,145,10490,5,11,33,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,15.967107,30.806786,62.73786,55.173855,27.741255,480.65747
305,,Ag,Ag,47,1.93,1.6,145,10490,5,11,33,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,16.584015,78.53754,85.89758,73.15456,28.688566,1519.249
306,,Ag,Ag,47,1.93,1.6,145,10490,5,11,33,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,15.320591,40.18473,58.928005,57.44874,28.688566,476.3423
307,,Ag,Ag,47,1.93,1.6,145,10490,5,11,34,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,185.8629,98.19249,154.9568,70.237404,46.985535,480.65747
308,,Ag,Ag,47,1.93,1.6,145,10490,5,11,34,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,187.08446,127.056595,175.13002,75.70358,49.672523,1519.249
309,,Ag,Ag,47,1.93,1.6,145,10490,5,11,34,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,185.821,104.8592,156.60954,71.76852,50.723526,476.3423
310,,Ag,Ag,47,1.93,1.6,145,10490,5,11,34,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.50585216,75.15987,83.39558,55.173855,25.29291,480.65747
311,,Ag,Ag,47,1.93,1.6,145,10490,5,11,34,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,0.4639472,156.82436,126.1538,73.15456,26.240225,1519.249
312,,Ag,Ag,47,1.93,1.6,145,10490,5,11,34,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.4639472,115.78662,79.58569,57.44874,26.240225,476.3423
313,,Ag,Ag,47,1.93,1.6,145,10490,5,11,34,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,15.967107,30.806786,62.73786,55.173855,27.741255,480.65747
314,,Ag,Ag,47,1.93,1.6,145,10490,5,11,34,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,16.584015,78.53754,85.89758,73.15456,28.688566,1519.249
315,,Ag,Ag,47,1.93,1.6,145,10490,5,11,34,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,15.320591,40.18473,58.928005,57.44874,28.688566,476.3423
316,,Ag,Ag,47,1.93,1.6,145,10490,5,11,35,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,197.9495,100.02409,156.38884,70.237404,46.985535,480.65747
317,,Ag,Ag,47,1.93,1.6,145,10490,5,11,35,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,199.21292,128.01878,176.56209,75.70358,49.672523,1519.249
318,,Ag,Ag,47,1.93,1.6,145,10490,5,11,35,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,197.9495,107.6914,158.04161,71.76852,50.723526,476.3423
319,,Ag,Ag,47,1.93,1.6,145,10490,5,11,35,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.66710305,75.16676,84.82765,55.173855,25.29291,480.65747
320,,Ag,Ag,47,1.93,1.6,145,10490,5,11,35,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,0.66710305,156.74907,127.58587,73.15456,26.240225,1519.249
321,,Ag,Ag,47,1.93,1.6,145,10490,5,11,35,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.66710305,116.70796,81.01777,57.44874,26.240225,476.3423
322,,Ag,Ag,47,1.93,1.6,145,10490,5,11,35,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,27.83603,32.58274,64.16995,55.173855,27.741255,480.65747
323,,Ag,Ag,47,1.93,1.6,145,10490,5,11,35,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,28.494843,79.44407,87.32965,73.15456,28.688566,1519.249
324,,Ag,Ag,47,1.93,1.6,145,10490,5,11,35,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,27.231419,42.961273,60.360077,57.44874,28.688566,476.3423
325,,Ag,Ag,47,1.93,1.6,145,10490,5,11,36,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,175.46138,84.468704,122.9569,70.237404,46.985535,480.65747
326,,Ag,Ag,47,1.93,1.6,145,10490,5,11,36,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,177.92004,124.74551,145.44618,75.70358,49.672523,1519.249
327,,Ag,Ag,47,1.93,1.6,145,10490,5,11,36,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,175.46138,92.33792,124.60963,71.76852,50.723526,476.3423
328,,Ag,Ag,47,1.93,1.6,145,10490,5,11,36,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.4649167,68.15671,58.989204,55.173855,25.29291,480.65747
329,,Ag,Ag,47,1.93,1.6,145,10490,5,11,36,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.46457392,154.7597,104.063576,73.15456,26.240225,1519.249
330,,Ag,Ag,47,1.93,1.6,145,10490,5,11,36,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.4649167,109.8998,55.179325,57.44874,26.240225,476.3423
331,,Ag,Ag,47,1.93,1.6,145,10490,5,11,36,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,13.983038,25.160877,38.33151,55.173855,27.741255,480.65747
332,,Ag,Ag,47,1.93,1.6,145,10490,5,11,36,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,15.837076,77.87271,63.8074,73.15456,28.688566,1519.249
333,,Ag,Ag,47,1.93,1.6,145,10490,5,11,36,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,13.378428,35.741333,34.521652,57.44874,28.688566,476.3423
334,,Ag,Ag,47,1.93,1.6,145,10490,5,11,37,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,175.46138,84.468704,122.9569,70.237404,46.985535,480.65747
335,,Ag,Ag,47,1.93,1.6,145,10490,5,11,37,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,177.92004,124.74551,145.44618,75.70358,49.672523,1519.249
336,,Ag,Ag,47,1.93,1.6,145,10490,5,11,37,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,175.46138,92.33792,124.60963,71.76852,50.723526,476.3423
337,,Ag,Ag,47,1.93,1.6,145,10490,5,11,37,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.4649167,68.15671,58.989204,55.173855,25.29291,480.65747
338,,Ag,Ag,47,1.93,1.6,145,10490,5,11,37,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.46457392,154.7597,104.063576,73.15456,26.240225,1519.249
339,,Ag,Ag,47,1.93,1.6,145,10490,5,11,37,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.4649167,109.8998,55.179325,57.44874,26.240225,476.3423
340,,Ag,Ag,47,1.93,1.6,145,10490,5,11,37,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,13.983038,25.160877,38.33151,55.173855,27.741255,480.65747
341,,Ag,Ag,47,1.93,1.6,145,10490,5,11,37,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,15.837076,77.87271,63.8074,73.15456,28.688566,1519.249
342,,Ag,Ag,47,1.93,1.6,145,10490,5,11,37,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,13.378428,35.741333,34.521652,57.44874,28.688566,476.3423
343,,Ag,Ag,47,1.93,1.6,145,10490,5,11,38,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,176.3943,81.19248,105.433655,70.237404,46.985535,481.45972
344,,Ag,Ag,47,1.93,1.6,145,10490,5,11,38,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,178.85297,122.44275,127.92295,75.70358,49.672523,1526.1665
345,,Ag,Ag,47,1.93,1.6,145,10490,5,11,38,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,176.3943,88.818886,107.08638,71.76852,50.723526,477.14453
346,,Ag,Ag,47,1.93,1.6,145,10490,5,11,38,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.5166635,65.697624,41.465954,55.173855,25.29291,481.45972
347,,Ag,Ag,47,1.93,1.6,145,10490,5,11,38,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.5163207,153.93257,86.54033,73.15456,26.240225,1526.1665
348,,Ag,Ag,47,1.93,1.6,145,10490,5,11,38,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.5166635,107.59125,37.65608,57.44874,26.240225,477.14453
349,,Ag,Ag,47,1.93,1.6,145,10490,5,11,38,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,39.767097,28.938625,20.808264,55.173855,27.741255,481.45972
350,,Ag,Ag,47,1.93,1.6,145,10490,5,11,38,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,41.62113,82.69149,46.28415,73.15456,28.688566,1526.1665
351,,Ag,Ag,47,1.93,1.6,145,10490,5,11,38,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,39.16249,39.27627,16.998407,57.44874,28.688566,477.14453
352,,Ag,Ag,47,1.93,1.6,145,10490,5,11,39,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,176.3943,81.19248,105.433655,70.237404,46.985535,481.45972
353,,Ag,Ag,47,1.93,1.6,145,10490,5,11,39,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,178.85297,122.44275,127.92295,75.70358,49.672523,1526.1665
354,,Ag,Ag,47,1.93,1.6,145,10490,5,11,39,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,176.3943,88.818886,107.08638,71.76852,50.723526,477.14453
355,,Ag,Ag,47,1.93,1.6,145,10490,5,11,39,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.5166635,65.697624,41.465954,55.173855,25.29291,481.45972
356,,Ag,Ag,47,1.93,1.6,145,10490,5,11,39,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.5163207,153.93257,86.54033,73.15456,26.240225,1526.1665
357,,Ag,Ag,47,1.93,1.6,145,10490,5,11,39,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,0.5166635,107.59125,37.65608,57.44874,26.240225,477.14453
358,,Ag,Ag,47,1.93,1.6,145,10490,5,11,39,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,39.767097,28.938625,20.808264,55.173855,27.741255,481.45972
359,,Ag,Ag,47,1.93,1.6,145,10490,5,11,39,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,41.62113,82.69149,46.28415,73.15456,28.688566,1526.1665
360,,Ag,Ag,47,1.93,1.6,145,10490,5,11,39,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,39.16249,39.27627,16.998407,57.44874,28.688566,477.14453
361,,Ag,Ag,47,1.93,1.6,145,10490,5,11,40,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,176.3943,85.242294,106.72741,70.237404,46.985535,481.45972
362,,Ag,Ag,47,1.93,1.6,145,10490,5,11,40,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,178.85297,126.49256,129.2167,75.70358,49.672523,1526.1665
363,,Ag,Ag,47,1.93,1.6,145,10490,5,11,40,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,176.3943,92.8687,108.380135,71.76852,50.723526,477.14453
364,,Ag,Ag,47,1.93,1.6,145,10490,5,11,40,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,340.12466,139.52873,190.91098,55.173855,25.29291,481.45972
365,,Ag,Ag,47,1.93,1.6,145,10490,5,11,40,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,340.12433,227.43997,235.98543,73.15456,26.240225,1526.1665
366,,Ag,Ag,47,1.93,1.6,145,10490,5,11,40,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,340.12466,181.42238,187.10115,57.44874,26.240225,477.14453
